accession	protein	descr	UF-a	UF-b	UF-c	YEL-a	YEL-b	YEL-c	cluster_number
gi|659918728|emb|CDP48002.1|	b62.a1.a1	gi|659918728|emb|CDP48002.1| NADH-quinone oxidoreductase chain F (NADH dehydrogenase I, chain F) (NDH-1, chain F) [Propionibacterium freudenreichii subsp. freudenreichii]	1.38442978187047	0.141539345893282	0.816439392577592	-1.20589221064464	-0.953444360523599	-0.183071949173114	3
gi|659918729|emb|CDP48003.1|	c308.a1.a1	gi|659918729|emb|CDP48003.1| NADH-quinone oxidoreductase chain E [Propionibacterium freudenreichii subsp. freudenreichii]	0.822056607406969	-1.38090406427196	-0.452789636118292	-0.777575099697496	0.835254289159545	0.953957903521226	2
gi|659918730|emb|CDP48004.1|	b30.a1.a1	gi|659918730|emb|CDP48004.1| NADH-quinone oxidoreductase chain D (NADH dehydrogenase I, chain D) [Propionibacterium freudenreichii subsp. freudenreichii]	1.67872813971722	-0.272202273786381	0.672734799577638	-1.05761897052066	-0.596762342798335	-0.424879352189493	3
gi|659918731|emb|CDP48005.1|	b76.a1.a1	gi|659918731|emb|CDP48005.1| NADH-quinone oxidoreductase chain C (NADH dehydrogenase I, chain C) [Propionibacterium freudenreichii subsp. freudenreichii]	1.39764944860561	0.343837696601919	0.723200692757903	-1.24180896515956	-0.851779342030652	-0.371099530775222	3
gi|659918732|emb|CDP48006.1|	c227.a1.a1	gi|659918732|emb|CDP48006.1| NADH-quinone oxidoreductase chain B [Propionibacterium freudenreichii subsp. freudenreichii]	0.0601025331478944	-1.14994817985648	-1.16886244035543	0.121089107540157	1.13360702792951	1.00401195159434	2
gi|659918735|emb|CDP48009.1|	c192.a1.a1	gi|659918735|emb|CDP48009.1| electron transfer oxidoreductase [Propionibacterium freudenreichii subsp. freudenreichii]	0.205921944803686	-1.26794860144252	-0.62750481885415	1.57396569072021	0.543629822084222	-0.428064037311458	2
gi|659918738|emb|CDP48012.1|	c365.a1.a1	gi|659918738|emb|CDP48012.1| ABC transporter ATP-binding protein [Propionibacterium freudenreichii subsp. freudenreichii]	1.4601144588144	-0.919469380758843	0.232390756990517	-1.27622332245767	-0.0749729175938114	0.578160405005422	3
gi|659918749|emb|CDP48023.1|	c327.a1.a1	gi|659918749|emb|CDP48023.1| Hypothetical protein PFCIRM129_08605 [Propionibacterium freudenreichii subsp. freudenreichii]	1.78689887557008	-0.253076822586725	-0.420347352444401	-0.534038740835911	-1.03576832709247	0.456332367389411	4
gi|659918750|emb|CDP48024.1|	c204.a1.a1	gi|659918750|emb|CDP48024.1| Transaldolase 1 [Propionibacterium freudenreichii subsp. freudenreichii]	1.31199721959942	-0.27677982000152	0.786830339565493	-1.35884423092588	-0.792501858772098	0.329298350534574	3
gi|659918760|emb|CDP47778.1|	c223.a1.a1	gi|659918760|emb|CDP47778.1| Hypothetical protein PFCIRM129_07345 [Propionibacterium freudenreichii subsp. freudenreichii]	1.36891225625494	0.305594316724209	0.691556238309171	-0.137941094032561	-1.27707984316692	-0.95104187408884	4
gi|659918764|emb|CDP47782.1|	c178.a1.a1	gi|659918764|emb|CDP47782.1| Hypothetical protein PFCIRM129_07365 [Propionibacterium freudenreichii subsp. freudenreichii]	-1.08554540516118	1.65228374341662	0.66899285116058	-0.70487329969282	-0.209541775000793	-0.321316114722417	1
gi|659918769|emb|CDP47787.1|	c117.a1.a1	gi|659918769|emb|CDP47787.1| Hypothetical protein PFCIRM129_07390 [Propionibacterium freudenreichii subsp. freudenreichii]	0.0155148503072858	1.42623299498848	0.952498771854186	-0.779256771455261	-0.536360632932704	-1.07862921276199	1
gi|659918774|emb|CDP47792.1|	b57.a1.a1	gi|659918774|emb|CDP47792.1| Cell envelope-related transcriptional attenuator [Propionibacterium freudenreichii subsp. freudenreichii]	0.259365057406602	-0.636200765225576	-0.776805529180641	1.88574932788794	-0.14187792366113	-0.590230167227181	6
gi|659918777|emb|CDP47795.1|	c423.a1.a1	gi|659918777|emb|CDP47795.1| Peptidase S51 family protein, dipeptidase E [Propionibacterium freudenreichii subsp. freudenreichii]	-1.64655506216568	1.32788400949932	-0.147840350299101	0.0267709320933344	0.67060363320545	-0.230863162333306	5
gi|659918794|emb|CDP47812.1|	c137.a1.a1	gi|659918794|emb|CDP47812.1| Acetyl-CoA carboxylase [Propionibacterium freudenreichii subsp. freudenreichii]	1.16436014927943	0.971821275195604	0.439467685748721	-1.00917611408296	-1.14472076603727	-0.421752230103542	1
gi|659918797|emb|CDP47815.1|	a1.a2.a1	gi|659918797|emb|CDP47815.1| Pyruvate:ferredoxin (Flavodoxin) oxidoreductase [Propionibacterium freudenreichii subsp. freudenreichii]	-1.67834991914446	0.39802674554116	-0.594230070127049	0.66697238359789	1.10260349882904	0.104977361303417	5
gi|659918799|emb|CDP47817.1|	c135.a1.a1	gi|659918799|emb|CDP47817.1| zinc-binding dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]	1.40189867691782	-1.59083272321979	0.105372615242841	-0.5369402941325	0.387748873538203	0.232752851653417	3
gi|659918812|emb|CDP47830.1|	c312.a1.a1	gi|659918812|emb|CDP47830.1| Hypothetical secreted protein [Propionibacterium freudenreichii subsp. freudenreichii]	-1.15905992428083	-0.738176287924163	-0.761778344267312	1.19309114059795	0.603660869385651	0.862262546488713	6
gi|659918819|emb|CDP47837.1|	c113.a1.a1	gi|659918819|emb|CDP47837.1| Malate dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]	1.12906341504991	-1.21529595857117	0.113404850601564	-0.688621096351354	-0.547471088438212	1.20891987770927	3
gi|659918841|emb|CDP47859.1|	c127.a1.a1	gi|659918841|emb|CDP47859.1| binding protein of ribose ABC transporter [Propionibacterium freudenreichii subsp. freudenreichii]	-0.575301398981712	-1.10582481887174	-1.00651299369842	0.804712190881055	0.86133058615797	1.02159643451285	2
gi|659918848|emb|CDP47866.1|	c354.a1.a1	gi|659918848|emb|CDP47866.1| Serine acetyltransferase [Propionibacterium freudenreichii subsp. freudenreichii]	1.64639997523324	0.51988120615228	-0.518052479532031	0.115602038546525	-0.580419922650466	-1.18341081774955	4
gi|659918851|emb|CDP47869.1|	c238.a1.a1	gi|659918851|emb|CDP47869.1| Hypothetical protein PFCIRM129_07810 [Propionibacterium freudenreichii subsp. freudenreichii]	-1.16061488717589	-0.460003056206756	-1.01040718114683	0.617613378201442	1.08444867081682	0.928963075511225	6
gi|659918855|emb|CDP47873.1|	c302.a1.a1	gi|659918855|emb|CDP47873.1| Inosine-5-monophosphate dehydrogenase (IMP dehydrogenase) (IMPDH) (IMPD) / GMP reductase) [Propionibacterium freudenreichii subsp. freudenreichii]	0.213582005132413	0.880975053854095	0.323609116232292	-1.62770544230823	-0.732536900024594	0.942076167114033	1
gi|659918856|emb|CDP47874.1|	a9.a1.a1	gi|659918856|emb|CDP47874.1| 60 kDa chaperonin 1 (Protein Cpn60 1) (groEL protein 1) (Heat shock protein 60 1) [Propionibacterium freudenreichii subsp. freudenreichii]	-0.917389828279651	1.49318604393968	0.155087496208335	-1.21720761862962	0.633603595421336	-0.147279688660075	1
gi|659918860|emb|CDP47878.1|	b84.a1.a1	gi|659918860|emb|CDP47878.1| ATP-binding protein opuCA of Glycine betaine/carnitine/choline ABC transporter [Propionibacterium freudenreichii subsp. freudenreichii]	1.25766669893716	0.321475203688901	0.938609270770424	-1.01929162614854	-1.11821139790606	-0.380248149341874	4
gi|659918866|emb|CDP47884.1|	c242.a1.a1	gi|659918866|emb|CDP47884.1| Phosphoribosyltransferase/nitroreductase (fusion gene) (Nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase) [Propionibacterium freudenreichii subsp. freudenreichii]	1.76276017921991	0.0392972120084566	0.278256589322624	-1.06565096520302	-0.793096317603279	-0.221566697744688	3
gi|659918867|emb|CDP47885.1|	c173.a1.a1	gi|659918867|emb|CDP47885.1| Putative O-sialoglycoprotein endopeptidase [Propionibacterium freudenreichii subsp. freudenreichii]	1.29951205505586	-0.705224674405188	-1.33487561967335	-0.329448593785618	0.953950313999538	0.116086518808768	2
gi|659918879|emb|CDP47897.1|	c266.a1.a1	gi|659918879|emb|CDP47897.1| 50S ribosomal protein L13 [Propionibacterium freudenreichii subsp. freudenreichii]	-1.05526298992906	-0.544053212556828	-1.03835551903601	0.52406219095654	1.10113385416054	1.01247567640483	6
gi|659918887|emb|CDP47905.1|	c304.a1.a1	gi|659918887|emb|CDP47905.1| Hypothetical protein PFCIRM129_07990 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.52727266980892	-1.20234077443512	-0.916634287291131	1.03304968491848	0.622552620393809	0.990645426222851	2
gi|659918893|emb|CDP47911.1|	b59.a1.a1	gi|659918893|emb|CDP47911.1| Iron/Manganese superoxide dismutase (Superoxide dismutase [Mn/Fe]) (SODM) [Propionibacterium freudenreichii subsp. freudenreichii]	1.04191149874972	-1.4020336990223	-0.242680582423475	-0.884687545762674	0.723223489872332	0.764266838586403	2
gi|659918894|emb|CDP47912.1|	b44.a1.a1	gi|659918894|emb|CDP47912.1| Resuscitation-promoting factor RpfB [Propionibacterium freudenreichii subsp. freudenreichii]	-1.88586046002929	0.230148428706534	0.231519542708864	-0.188595107522425	0.827017785303461	0.785769810832833	5
gi|659918897|emb|CDP47915.1|	c230.a1.a1	gi|659918897|emb|CDP47915.1| 50S ribosomal protein L17 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.392846911598105	-1.0334794176186	-1.19365195801909	1.07287646020656	0.823353875574037	0.723747951455198	2
gi|659918898|emb|CDP47916.1|	b75.a1.a1	gi|659918898|emb|CDP47916.1| DNA-directed RNA polymerase alpha chain (RNAP alpha subunit) (Transcriptase alpha chain) (RNA polymerase subunit alpha) [Propionibacterium freudenreichii subsp. freudenreichii]	-0.867352476227017	-0.409941655326458	-0.499288086998882	1.90011511530067	0.2640335575409	-0.387566454289193	6
gi|659918899|emb|CDP47917.1|	c164.a1.a1	gi|659918899|emb|CDP47917.1| 30S ribosomal protein S4 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.275014330503947	-1.28489227643436	-1.02290384280864	0.8149805590419	0.872038256151747	0.895791634553305	2
gi|659918900|emb|CDP47918.1|	c398.a1.a1	gi|659918900|emb|CDP47918.1| 30S ribosomal protein S11 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.937589226327478	-0.858797495354516	-0.903962823004642	0.66786323181722	1.18162591983349	0.850860393035921	6
gi|659918909|emb|CDP47927.1|	c317.a1.a1	gi|659918909|emb|CDP47927.1| Preprotein translocase SecY subunit [Propionibacterium freudenreichii subsp. freudenreichii]	-0.575139662631458	-1.10804912103387	-0.770755371101896	0.283958948061663	0.630940244633526	1.53904496207204	2
gi|659918910|emb|CDP47928.1|	c373.a1.a1	gi|659918910|emb|CDP47928.1| IM protein of oligopeptide ABC transporter (OPN:undef) [Propionibacterium freudenreichii subsp. freudenreichii]	1.56163559061066	0.144255648852043	0.569017233723526	-0.191294131682886	-0.973301073349762	-1.11031326815358	4
gi|659918912|emb|CDP47930.1|	b53.a1.a1	gi|659918912|emb|CDP47930.1| ABC2 protein of oligopeptide ABC transporter (OPN:undef) [Propionibacterium freudenreichii subsp. freudenreichii]	1.18326637655966	-0.0278986716980065	0.655746903758851	-0.702682787105355	0.460925629537095	-1.56935745105225	4
gi|659918913|emb|CDP47931.1|	b18.a1.a1	gi|659918913|emb|CDP47931.1| solute binding protein of the ABC transport system [Propionibacterium freudenreichii subsp. freudenreichii]	-0.476358406407381	-1.15834385103862	-0.965378416284093	1.1351756445948	0.46999338584016	0.994911643295093	2
gi|659918919|emb|CDP47937.1|	c163.a1.a1	gi|659918919|emb|CDP47937.1| 30S ribosomal protein S5 [Propionibacterium freudenreichii subsp. freudenreichii]	-1.21232361370981	-0.614272138160626	-0.819646262224873	0.576898085794776	1.09474547141913	0.974598456881394	6
gi|659918921|emb|CDP47939.1|	c175.a1.a1	gi|659918921|emb|CDP47939.1| 50S ribosomal protein L6 [Propionibacterium freudenreichii subsp. freudenreichii]	-1.20514168619332	-0.400682333840089	-1.02229835274348	0.713959101150387	0.968152954346533	0.946010317279972	6
gi|659918922|emb|CDP47940.1|	c209.a1.a1	gi|659918922|emb|CDP47940.1| 30S ribosomal protein S8 [Propionibacterium freudenreichii subsp. freudenreichii]	-1.42759755297559	-0.251879059641926	-0.777823715865483	0.388843116669562	1.07331725615462	0.99513995565881	5
gi|659918925|emb|CDP47943.1|	b67.a1.a1	gi|659918925|emb|CDP47943.1| 50S ribosomal protein L5 [Propionibacterium freudenreichii subsp. freudenreichii]	0.067237678471196	-1.30305740410284	-1.11755027397327	0.472161941378537	0.772983768860253	1.10822428936614	2
gi|659918927|emb|CDP47945.1|	c310.a1.a1	gi|659918927|emb|CDP47945.1| 50S ribosomal protein L14 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.686197841912465	-0.937753753575072	-1.00629435953556	0.423966697276399	1.21162981137005	0.994649446376646	2
gi|659918931|emb|CDP47949.1|	b93.a1.a1	gi|659918931|emb|CDP47949.1| 30S ribosomal protein S3 [Propionibacterium freudenreichii subsp. freudenreichii]	-1.03601714761613	-0.668858991088035	-0.818856643982151	1.49691492756565	0.656304277950274	0.370513577170408	6
gi|659918932|emb|CDP47950.1|	c272.a1.a1	gi|659918932|emb|CDP47950.1| 50S ribosomal protein L22 [Propionibacterium freudenreichii subsp. freudenreichii]	-1.01915726154862	-0.840474883674724	-0.858371379416946	0.73036793099193	0.925502059427247	1.06213353422111	6
gi|659918934|emb|CDP47952.1|	c161.a1.a1	gi|659918934|emb|CDP47952.1| 50S ribosomal protein L2 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.871318676509384	-0.9816295609088	-0.882299812158829	0.856706481277313	0.926060871150147	0.952480697149555	6
gi|659918936|emb|CDP47954.1|	c143.a1.a1	gi|659918936|emb|CDP47954.1| 50S ribosomal protein L4 [Propionibacterium freudenreichii subsp. freudenreichii]	-1.07334842442661	-0.768564174668837	-0.83922214706583	0.59571531568524	1.1512790921941	0.934140338281948	6
gi|659918937|emb|CDP47955.1|	c123.a1.a1	gi|659918937|emb|CDP47955.1| 50S ribosomal protein L3 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.88304238789806	-0.886698647850972	-0.967256086804075	0.933865183483013	0.919879022883792	0.883252916186308	6
gi|659918938|emb|CDP47956.1|	c313.a1.a1	gi|659918938|emb|CDP47956.1| 30S ribosomal protein S10 [Propionibacterium freudenreichii subsp. freudenreichii]	-1.04985270060384	-0.711952404451602	-0.917065366176267	1.21296761497931	0.778767189700854	0.687135666551543	6
gi|659918987|emb|CDP47688.1|	b35.a1.a1	gi|659918987|emb|CDP47688.1| Ribonuclease, Rne/Rng family [Propionibacterium freudenreichii subsp. freudenreichii]	-0.980665220418061	-1.15640655640101	-0.509496700848624	0.925850880694515	0.632544909478289	1.08817268749488	6
gi|659918997|emb|CDP47698.1|	c260.a1.a1	gi|659918997|emb|CDP47698.1| thiredoxine like membrane protein [Propionibacterium freudenreichii subsp. freudenreichii]	1.55837320383075	-1.17777517469164	-0.0291515564203716	0.60604727781041	-0.901699791159509	-0.0557939593696797	4
gi|659919018|emb|CDP47719.1|	b34.a1.a1	gi|659919018|emb|CDP47719.1| Aminopeptidase N, Lysyl aminopeptidase [Propionibacterium freudenreichii subsp. freudenreichii]	1.73683144514405	-1.16859974946837	0.333501853645788	-0.644906695309984	0.0414144390671259	-0.298241293078614	3
gi|659919024|emb|CDP47725.1|	c295.a1.a1	gi|659919024|emb|CDP47725.1| oxidoreductase [Propionibacterium freudenreichii subsp. freudenreichii]	-0.419656672870513	-1.29269920097708	-0.567900071300613	0.9104362575297	1.41402211033853	-0.0442024227200181	6
gi|659919031|emb|CDP47732.1|	b88.a1.a1	gi|659919031|emb|CDP47732.1| ABC2 protein of ABC transporter (ART:REG) [Propionibacterium freudenreichii subsp. freudenreichii]	0.0105491681004637	-0.0782245666564806	-0.316112168836044	-1.29743661996415	1.78856872824474	-0.107344540888515	2
gi|659919035|emb|CDP47736.1|	c268.a1.a1	gi|659919035|emb|CDP47736.1| ABC transporter [Propionibacterium freudenreichii subsp. freudenreichii]	0.673784626199553	0.930621181624458	0.508634379863377	0.425962625408827	-1.36043479076334	-1.17856802233284	1
gi|659919042|emb|CDP47743.1|	c476.a1.a1	gi|659919042|emb|CDP47743.1| UDP-N-acetylmuramyl tripeptide synthase (Mur ligase) [Propionibacterium freudenreichii subsp. freudenreichii]	1.60366159109045	-0.2609765324788	0.848935330536733	-0.653222712546718	-0.64788120263006	-0.890516473971599	4
gi|659919045|emb|CDP47746.1|	c344.a1.a1	gi|659919045|emb|CDP47746.1| Hypothetical protein PFCIRM129_07170 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.346459520322311	-1.1581305835064	-1.03640744510883	0.560736273323713	1.29787763777552	0.682383637838296	2
gi|659919053|emb|CDP47754.1|	c351.a1.a1	gi|659919053|emb|CDP47754.1| CysG/CbiX [Propionibacterium freudenreichii subsp. freudenreichii]	0.188285024702117	1.15200830444514	0.966359593706782	0.0061123738137119	-1.27699718262441	-1.03576811404334	1
gi|659919054|emb|CDP47755.1|	c181.a1.a1	gi|659919054|emb|CDP47755.1| precorrin methylase (precorrin-3B C17-methyltransferase) CbiE/G/H fusion protein [Propionibacterium freudenreichii subsp. freudenreichii]	0.123935240283375	1.31677780356198	0.597780452502885	0.0390663792814516	-0.433081538252639	-1.64447833737706	1
gi|659919057|emb|CDP47758.1|	b22.a1.a1	gi|659919057|emb|CDP47758.1| Methylmalonyl-CoA mutase small subunit (Methylmalonyl-CoA mutase beta subunit) (MCB-beta) [Propionibacterium freudenreichii subsp. freudenreichii]	1.62253801139594	-0.683380559624665	0.513878099823225	-1.22580091095754	-0.345872617962494	0.11863797732552	3
gi|659919058|emb|CDP47759.1|	b25.a1.a1	gi|659919058|emb|CDP47759.1| Methylmalonyl-CoA mutase large subunit (Methylmalonyl-CoA mutase alpha subunit) (MCM-alpha) (MUTB-(R)-2-Methyl-3-oxopropanoyl-CoA CoA-carbonylmutase) [Propionibacterium freudenreichii subsp. freudenreichii]	1.78380183947025	-1.01089396417775	0.251341575557617	-0.630914018696554	-0.555529056294837	0.162193624141287	3
gi|659919062|emb|CDP47763.1|	c296.a1.a1	gi|659919062|emb|CDP47763.1| Thymidylate synthase [Propionibacterium freudenreichii subsp. freudenreichii]	1.4021282699628	-1.5620573680103	-0.192205443772102	0.49171268697395	0.321073924626914	-0.460652069781274	2
gi|659919086|emb|CDP47617.1|	c142.a1.a1	gi|659919086|emb|CDP47617.1| Hypothetical transmembrane protein [Propionibacterium freudenreichii subsp. freudenreichii]	1.57373823041133	-0.974665006401253	-0.971513379528266	-0.261926994390873	-0.106916218728364	0.741283368637408	2
gi|659919103|emb|CDP47554.1|	c152.a1.a1	gi|659919103|emb|CDP47554.1| Tyrosyl-tRNA synthetase (Tyrosine--tRNA ligase) (TyrRS) [Propionibacterium freudenreichii subsp. freudenreichii]	0.581465397030865	1.03445663604613	0.857613845875457	-0.819104798728594	-0.188156786688951	-1.4662742935349	1
gi|659919116|emb|CDP47567.1|	c361.a1.a1	gi|659919116|emb|CDP47567.1| 50S ribosomal protein L20 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.880437461469826	-0.983321764961107	-0.870027590302401	0.906952884803516	0.983186344736828	0.843647587192991	6
gi|659919123|emb|CDP47574.1|	c147.a1.a1	gi|659919123|emb|CDP47574.1| FtsH [Propionibacterium freudenreichii subsp. freudenreichii]	1.8594918185617	-0.557600825476339	0.430834612957426	-0.409737613952985	-0.698368828337718	-0.624619163752084	4
gi|659919133|emb|CDP47584.1|	c279.a1.a1	gi|659919133|emb|CDP47584.1| Tryptophan synthase beta subunit [Propionibacterium freudenreichii subsp. freudenreichii]	0.827344949830799	0.902921331949144	0.934633973899821	-0.703175654822544	-1.30339526835093	-0.658329332506283	1
gi|659919139|emb|CDP47590.1|	c220.a1.a1	gi|659919139|emb|CDP47590.1| Signal peptidase I [Propionibacterium freudenreichii subsp. freudenreichii]	-0.583890990547547	-0.381576256768322	-1.46899706362352	1.28822704752651	0.71286776497129	0.433369498441595	6
gi|659919140|emb|CDP47591.1|	c319.a1.a1	gi|659919140|emb|CDP47591.1| 50S ribosomal protein L19 [Propionibacterium freudenreichii subsp. freudenreichii]	-0.946741803926193	-0.770775448175067	-0.97794766548329	0.615887398771061	1.11583122261867	0.96374629619482	6
gi|659919141|emb|CDP47592.1|	c162.a1.a1	gi|659919141|emb|CDP47592.1| Succinate dehydrogenase [Propionibacterium freudenreichii subsp. freudenreichii]	1.69326889460082	-0.162479544636589	0.498953198453106	-0.876768187280774	-1.03697016665934	-0.116004194477235	4
gi|659919142|emb|CDP47593.1|	a6.a1.a1	gi|659919142|emb|CDP47593.1| Succinate dehydrogenase flavoprotein subunit [Propionibacterium freudenreichii subsp. freudenreichii]	1.29198685560074	-0.987562846650781	0.188889609393431	-0.818339839756579	1.05618788060256	-0.731161659189368	3
gi|659919143|emb|CDP47594.1|	c219.a1.a1	gi|659919143|emb|CDP47594.1| Succinate dehydrogenase cytochrome B-558 subunit [Propionibacterium freudenreichii subsp. freudenreichii]	1.68980277174331	-0.0873569658537899	0.393216707474101	-1.0172906460824	-0.973350141393644	-0.00502172588757748	3
gi|659919150|emb|CDP47601.1|	b78.a1.a1	gi|659919150|emb|CDP47601.1| GTP binding signal recognition particle protein [Propionibacterium freudenreichii subsp. freudenreichii]	-0.976382086737066	-0.855132325129658	-0.898332832006967	0.992541763676773	0.952826761482567	0.784478718714348	6
gi|659919151|emb|CDP47602.1|	b96.a1.a1	gi|659919151|emb|CDP47602.1| Signal recognition particle receptor [Propionibacterium freudenreichii subsp. freudenreichii]	0.762915997251605	-1.28202752809771	-0.674999233828291	-0.702618914556517	1.06298498517943	0.833744694051469	2
